Day,0.0bxm_0.0otv_1.0znv,0.0bxm_0.1otv_0.9znv,0.0bxm_0.2otv_0.8znv,0.0bxm_0.3otv_0.7znv,0.0bxm_0.4otv_0.6znv,0.0bxm_0.5otv_0.5znv,0.0bxm_0.6otv_0.4znv,0.0bxm_0.7otv_0.3znv,0.0bxm_0.8otv_0.2znv,0.0bxm_0.9otv_0.1znv,0.0bxm_1.0otv_0.0znv,0.1bxm_0.0otv_0.9znv,0.1bxm_0.1otv_0.8znv,0.1bxm_0.2otv_0.7znv,0.1bxm_0.3otv_0.6znv,0.1bxm_0.4otv_0.5znv,0.1bxm_0.5otv_0.4znv,0.1bxm_0.6otv_0.3znv,0.1bxm_0.7otv_0.2znv,0.1bxm_0.8otv_0.1znv,0.1bxm_0.9otv_0.0znv,0.2bxm_0.0otv_0.8znv,0.2bxm_0.1otv_0.7znv,0.2bxm_0.2otv_0.6znv,0.2bxm_0.3otv_0.5znv,0.2bxm_0.4otv_0.4znv,0.2bxm_0.5otv_0.3znv,0.2bxm_0.6otv_0.2znv,0.2bxm_0.7otv_0.1znv,0.2bxm_0.8otv_0.0znv,0.3bxm_0.0otv_0.7znv,0.3bxm_0.1otv_0.6znv,0.3bxm_0.2otv_0.5znv,0.3bxm_0.3otv_0.4znv,0.3bxm_0.4otv_0.3znv,0.3bxm_0.5otv_0.2znv,0.3bxm_0.6otv_0.1znv,0.3bxm_0.7otv_0.0znv,0.4bxm_0.0otv_0.6znv,0.4bxm_0.1otv_0.5znv,0.4bxm_0.2otv_0.4znv,0.4bxm_0.3otv_0.3znv,0.4bxm_0.4otv_0.2znv,0.4bxm_0.5otv_0.1znv,0.4bxm_0.6otv_0.0znv,0.5bxm_0.0otv_0.5znv,0.5bxm_0.1otv_0.4znv,0.5bxm_0.2otv_0.3znv,0.5bxm_0.3otv_0.2znv,0.5bxm_0.4otv_0.1znv,0.5bxm_0.5otv_0.0znv,0.6bxm_0.0otv_0.4znv,0.6bxm_0.1otv_0.3znv,0.6bxm_0.2otv_0.2znv,0.6bxm_0.3otv_0.1znv,0.6bxm_0.4otv_0.0znv,0.7bxm_0.0otv_0.3znv,0.7bxm_0.1otv_0.2znv,0.7bxm_0.2otv_0.1znv,0.7bxm_0.3otv_0.0znv,0.8bxm_0.0otv_0.2znv,0.8bxm_0.1otv_0.1znv,0.8bxm_0.2otv_-0.0znv,0.9bxm_0.0otv_0.1znv,0.9bxm_0.1otv_-0.0znv,1.0bxm_0.0otv_0.0znv
10,0.9000055219618802,0.9000054832339476,0.9000054456390209,0.9000054085333588,0.9000053728393593,0.9000053376127136,0.9000053037417587,0.9000052702250544,0.9000052377873161,0.9000052054773937,0.900005174680378,0.9000053686712846,0.9000053316132702,0.900005295237253,0.9000052592503195,0.9000052252133762,0.900005191323903,0.9000051573732988,0.9000051255263346,0.9000050936363879,0.9000050630969684,0.9000052212309638,0.9000051851840253,0.9000051499536895,0.9000051153198979,0.9000050821539686,0.9000050492306113,0.9000050170929108,0.9000049857555291,0.9000049546867436,0.9000050786037688,0.9000050436934168,0.9000050095718926,0.9000049762329267,0.900004943670355,0.9000049118782164,0.9000048808508341,0.9000048505819642,0.9000049407939213,0.9000049069823812,0.900004873942618,0.9000048417927581,0.9000048104461418,0.90000477972974,0.9000047494493392,0.9000048081422783,0.9000047752362264,0.9000047432586367,0.9000047120212135,0.9000046815223011,0.9000046517471563,0.9000046798739314,0.9000046481998342,0.9000046172718578,0.9000045870493243,0.9000045572939377,0.9000045560836458,0.9000045253700907,0.9000044953757542,0.9000044660860028,0.9000044366014981,0.9000044071736812,0.9000043781036977,0.9000043214656589,0.9000042926683405,0.9000042104508611
11,0.9000059689026618,0.9000059205214287,0.9000058734140778,0.9000058270792467,0.9000057826039891,0.9000057391316242,0.9000056970948356,0.9000056558914217,0.9000056160639838,0.900005576875911,0.9000055394206364,0.9000057729980254,0.900005726711222,0.900005681381978,0.9000056367236025,0.9000055943751634,0.9000055525880674,0.9000055111111238,0.9000054720382803,0.9000054333548017,0.9000053961435386,0.9000055854164266,0.9000055405350033,0.9000054968656441,0.9000054539889926,0.9000054130807048,0.9000053725988225,0.9000053333975194,0.9000052952982157,0.9000052578520938,0.9000054048928507,0.9000053616791777,0.900005319586484,0.9000052786042788,0.9000052387226182,0.9000051999318467,0.9000051622224764,0.9000051255853392,0.9000052312887872,0.9000051896513193,0.9000051491023738,0.9000051099134626,0.9000050716394138,0.9000050343808874,0.900004997802878,0.9000050651452302,0.9000050249013164,0.9000049858592649,0.90000494785183,0.9000049108883537,0.9000048749446247,0.9000049054190402,0.9000048668393049,0.9000048292215496,0.9000047926073085,0.9000047568044577,0.900004752071398,0.9000047148677073,0.9000046786044585,0.9000046432768606,0.9000046047965711,0.9000045693958069,0.9000045344165367,0.9000044639048376,0.9000044293297383,0.9000043286728435
12,0.9000064429804417,0.9000063831823814,0.9000063251700098,0.9000062685071527,0.9000062140604002,0.9000061610522591,0.9000061099472553,0.9000060601531419,0.9000060121775132,0.900005965391522,0.9000059206523204,0.9000061976337723,0.9000061407078705,0.9000060851509252,0.9000060308462214,0.9000059789487058,0.9000059284394076,0.9000058786529893,0.9000058315058619,0.9000057853359447,0.9000057409108155,0.9000059638695612,0.900005908982734,0.9000058557726724,0.9000058037759111,0.9000057541543613,0.9000057054786773,0.900005658432195,0.9000056129207155,0.9000055685111584,0.9000057402157988,0.9000056876647965,0.9000056366525493,0.9000055871636035,0.9000055391828359,0.900005492695502,0.9000054476872871,0.9000054041437986,0.900005526278361,0.9000054759117985,0.9000054270326493,0.9000053798800599,0.9000053339664352,0.9000052896381867,0.9000052463665522,0.9000053225762547,0.9000052743090114,0.9000052274836191,0.9000051820751473,0.9000051380757536,0.9000050954645539,0.9000051279324153,0.9000050816927618,0.9000050368992191,0.9000049934342673,0.9000049511298235,0.9000049422719714,0.9000048978375201,0.9000048548214183,0.9000048131512572,0.9000047647939822,0.9000047227707973,0.9000046814959821,0.9000045961367176,0.9000045553773076,0.9000044351192379
13,0.9000069473990058,0.9000068745902241,0.9000068041630912,0.900006735760244,0.900006670041937,0.9000066063623141,0.900006545131779,0.9000064858666874,0.9000064289536654,0.9000063738429993,0.9000063211612502,0.9000066455288309,0.9000065764635352,0.900006509363327,0.9000064441829281,0.9000063816817093,0.9000063213223864,0.9000062624433018,0.9000062064226608,0.9000061520640708,0.9000060999329,0.9000063591772488,0.9000062930359157,0.9000062291969243,0.9000061671091477,0.900006107737547,0.9000060500255675,0.9000059943838007,0.9000059408144273,0.9000058889218692,0.9000060869674191,0.9000060239930624,0.900005963071568,0.9000059041825996,0.9000058473041784,0.9000057924144671,0.9000057394931914,0.9000056885173169,0.9000058280642724,0.9000057680306934,0.9000057099747905,0.900005654146865,0.9000055999971049,0.9000055478491034,0.9000054973478228,0.9000055828733436,0.9000055256501752,0.9000054703318617,0.9000054168760712,0.9000053652867323,0.9000053155331996,0.9000053499546762,0.9000052954048288,0.9000052426827453,0.900005191758098,0.9000051425669846,0.9000051289992004,0.9000050769431943,0.9000050266677144,0.9000049781491732,0.9000049192211133,0.9000048700536766,0.900004822089998,0.9000047209629511,0.900004673634996,0.9000045328628475
14,0.9000074849834251,0.9000073973609459,0.9000073128795957,0.9000072312700382,0.9000071529030952,0.9000070773821668,0.9000070049506389,0.9000069352792697,0.9000068685207141,0.9000068043568492,0.9000067432804701,0.900007119006347,0.9000070361609466,0.9000069560667185,0.9000068787344342,0.9000068045992852,0.9000067333330185,0.9000066643616704,0.9000065987132068,0.9000065354570881,0.9000064750925263,0.9000067733061424,0.9000066946129124,0.9000066188909503,0.9000065457433444,0.9000064755248508,0.9000064079134806,0.9000063429216034,0.9000062806670859,0.9000062207438138,0.9000064468070018,0.9000063722576769,0.900006300393352,0.9000062311810288,0.900006164588952,0.9000061005861043,0.9000060391423598,0.9000059802285174,0.900006138256481,0.9000060675806664,0.9000059994731938,0.9000059341132357,0.9000058710622303,0.9000058105277559,0.9000057522613322,0.9000058474764548,0.90000578046168,0.9000057159335717,0.9000056537807098,0.9000055940527765,0.9000055366935451,0.9000055729763639,0.9000055094389214,0.9000054482438171,0.9000053893616065,0.9000053327304983,0.9000053141460408,0.900005253849795,0.9000051958046594,0.9000051399794007,0.900005069974752,0.9000050131406264,0.9000049581194486,0.9000048403842156,0.9000047861278218,0.9000046240959713
15,0.9000080582353832,0.9000079538875928,0.9000078535742503,0.9000077571180407,0.9000076646357248,0.90000757598208,0.9000074912672599,0.9000074101820249,0.9000073327888569,0.9000072588790375,0.9000071888384851,0.9000076198785518,0.900007521563544,0.9000074270054852,0.9000073361336566,0.9000072491888239,0.900007165918329,0.9000070858945431,0.9000070098238669,0.900006937029913,0.9000068678596153,0.9000072078302465,0.9000071151611706,0.9000070262444753,0.9000069408520582,0.9000068588226914,0.9000067803707916,0.9000067052893551,0.900006633686921,0.9000065652261546,0.9000068211157181,0.9000067337829737,0.9000066498925284,0.900006569395763,0.9000064922478626,0.9000064184059006,0.9000063478274362,0.9000062804742948,0.9000064579916144,0.9000063756591986,0.9000062965982799,0.9000062208356749,0.9000061481999924,0.9000060787257302,0.9000060121921375,0.9000061174802375,0.9000060398212228,0.9000059652977029,0.9000058938329265,0.9000058254011238,0.9000057599601824,0.90000579813349,0.9000057249091573,0.9000056546445896,0.9000055872829525,0.9000055227593549,0.900005498846936,0.9000054297390309,0.9000053634500585,0.9000052999142287,0.9000052184241933,0.9000051533698145,0.9000050908924052,0.9000049560686474,0.9000048944759987,0.9000047106187327
16,0.9000086695717898,0.900008546337183,0.9000084282566625,0.9000083152238981,0.9000082070794084,0.9000081039427823,0.9000080057049293,0.9000079121547516,0.9000078233135166,0.900007738925695,0.9000076594490856,0.9000081498002575,0.9000080342826564,0.9000079236370273,0.9000078177823364,0.9000077167348421,0.9000076203313645,0.900007528273608,0.9000074409437291,0.9000073579405586,0.9000072794273418,0.9000076640420307,0.9000075558755454,0.9000074523437582,0.9000073534038103,0.9000072586292696,0.9000071684087338,0.9000070824420436,0.9000070008393185,0.9000069233299408,0.9000072108371983,0.9000071094585083,0.90000701240234,0.9000069196191576,0.9000068310528003,0.9000067466385852,0.9000066663158652,0.9000065899980756,0.9000067879961877,0.9000066929474695,0.9000066019966284,0.9000065150327361,0.9000064321012401,0.9000063531586692,0.9000062778803765,0.9000063936447488,0.9000063045052943,0.9000062192349539,0.9000061378003503,0.9000060601179114,0.900005986147149,0.9000060262089022,0.9000059425836555,0.9000058626461396,0.9000057862810826,0.9000057134686933,0.9000056839804338,0.9000056055111026,0.9000055304703645,0.9000054588544917,0.9000053654582807,0.9000052918029331,0.9000052213823252,0.9000050691265375,0.9000049998830204,0.9000047936964718
17,0.900009321326197,0.9000091768472711,0.9000090389053084,0.9000089074170917,0.9000087819346017,0.9000086628421269,0.9000085498030191,0.9000084427136488,0.9000083415563815,0.9000082460278944,0.9000081565866839,0.9000087104364185,0.9000085758332859,0.9000084473461575,0.900008324949148,0.90000820841828,0.9000080976902747,0.9000079925814419,0.9000078931557419,0.9000077992530302,0.9000077108976553,0.900008143082616,0.9000080177816029,0.9000078981546775,0.9000077843115631,0.9000076757692047,0.9000075727958973,0.9000074751578878,0.9000073829104652,0.9000072958366645,0.9000076167959037,0.9000075000161135,0.9000073886010119,0.9000072824857333,0.9000071815899954,0.9000070858258039,0.9000069951240088,0.9000069094026487,0.9000071288630951,0.9000070199908585,0.9000069161777486,0.9000068172554005,0.9000067233327953,0.9000066342976545,0.9000065498433087,0.9000066765542666,0.9000065750173566,0.9000064782440361,0.9000063861484935,0.9000062986687034,0.9000062157364347,0.9000062577526251,0.9000061630208286,0.9000060727629362,0.9000059869042977,0.9000059053773252,0.9000058701642655,0.9000057817571322,0.9000056974929563,0.9000056173905426,0.900005511766403,0.9000054291281349,0.9000053504706628,0.9000051803981728,0.9000051031614017,0.9000048744425156
18,0.900010015876142,0.9000098476343489,0.9000096875456356,0.9000095355135543,0.9000093909148453,0.9000092542177627,0.9000091251232294,0.9000090033652874,0.9000088890542169,0.9000087815936477,0.9000086816573998,0.9000093034719939,0.9000091476939358,0.9000089994913275,0.9000088588241602,0.9000087253690177,0.9000085990695823,0.9000084798004705,0.9000083674320373,0.9000082619440141,0.9000081632867181,0.9000086460066025,0.9000085018027685,0.9000083645715699,0.9000082344324295,0.9000081109797694,0.9000079942277347,0.9000078841135116,0.9000077805262962,0.9000076833877438,0.9000080397214755,0.9000079061146692,0.9000077790786718,0.9000076585361872,0.9000075443811676,0.9000074364943185,0.9000073347894605,0.9000072391666396,0.9000074811442413,0.9000073572891837,0.9000072396016303,0.9000071279080992,0.900007022254786,0.9000069225187401,0.9000068284600251,0.9000069666238909,0.9000068517629707,0.9000067426697402,0.9000066392495806,0.9000065414034979,0.9000064490592773,0.9000064932178955,0.9000063866341513,0.900006285436095,0.9000061895548302,0.9000060988792178,0.9000060578914375,0.9000059589291304,0.9000058649750681,0.9000057760002181,0.9000056579330942,0.9000055659248359,0.9000054786596471,0.9000052905836526,0.9000052050124043,0.9000049536395446
19,0.9000107557342771,0.9000105609733476,0.9000103762367445,0.9000102014176794,0.9000100358051962,0.9000098798732779,0.9000097332366241,0.9000095956411565,0.9000094672508637,0.9000093471320721,0.9000092362572466,0.900009930620075,0.9000097513703318,0.900009581391813,0.9000094206355264,0.9000092687304161,0.9000091255389238,0.9000089909436595,0.9000088647870653,0.9000087470113328,0.9000086375688353,0.9000091738805296,0.9000090088953571,0.9000088524358211,0.9000087045727618,0.9000085649447738,0.9000084333841578,0.9000083099400886,0.9000081943485242,0.9000080866157235,0.9000084803185703,0.9000083283691883,0.9000081843957253,0.9000080482753526,0.9000079198762544,0.9000077990649358,0.9000076857180929,0.9000075797222392,0.9000078453461893,0.9000077052918253,0.900007572673413,0.9000074473095357,0.9000073291790239,0.9000072181387979,0.9000071139983489,0.9000072642094359,0.9000071350552731,0.9000070128182242,0.9000068973660046,0.9000067885904964,0.9000066863921922,0.9000067329082402,0.900006613718829,0.9000065009557983,0.9000063945039203,0.9000062942573958,0.9000062475054992,0.9000061374169059,0.9000060332848396,0.9000059350283135,0.9000058044350897,0.90000570261803,0.9000056063841458,0.9000054002153092,0.9000053059642222,0.9000050318937469
